id	document	label
21634177	야외배설은 못 참지	1
1950	민이가 먹방하면 좋겠어요민이 너무 사랑스러워	1
455	기분좋다~ 기분 딱좋다~	1
21698029	내도 이 지역의 규모가 어떤지 알턱이 없으니 쩝	1
6382	믿고 보는 나문희 선생님표 영화ㅎㅎㅎ	1
21672360	이게 평소에는 되는데 반격 성공하고 공격모션도중에 미리 앞을 눌러두면 키가 씹히더라고...	1
21667282	스크립트 건들여진 것 같은데. 오류 메시지가 lbl_mybedroom_day_sleep 이라는 라벨이 두번 정의 되었다는 것 같음. day니까 저 밑에 night파일의 33번째 줄 가서 day라고 된 라벨을 지우거나 night로 바꾸면 해결되지 않을까 싶네. 물론 정확한 코드를 몰라서 확실한 방법은 아님	1
8530	미친... 인기 얻으려 선심성 정책제안? 그만해라!	0
21780877	답답하면 돈써야함	1
21646059	죽일수 있으면 바로 죽일텐데 ㄲㅂ	1
21778104	일찌감치 영문판이 나오길	1
21724770	ㄳㄳ	1
21775301	그림체..우힛힛ㅅ	1
672	깍새들이 시발 존나강요하더라	0
8856	다음댓글이 학력인증 링크가 아니면 걍 좆무식한 빡대가리가 자존심 살려달라고 애원하는 소리로 알고 읽지않은 뒤 씹겠습니다^^	0
21649678	타락하면 얼굴 변하는거좀 바꾸면 더 좋은데 ㅠ	1
21640629	편-안	1
21645617	군만두	1
2800	감사할일 뿐입니다. 빨리 복귀하세요	1
21795516	File "C:\Users\JIS\Downloads\renpy-7.4.2-sdk\BigBrother_AnotherStory-0.06.0.05-pc/renpy/display/core.py", line 3418, in interact_core	1
1068	틀무새랑 자한당무새들 싹 사라진 신기한 글이네 ㄷㄷㄷ	0
9583	아역에서 성인역으로 변신의 올바른 예	1
21770222	ㄹㅇ 이제 배달 못시켜먹음	1
21635896	나루눈나...	1
832	짱깨방송은 짱깨국에서나 하시길	0
2056	웃기다 ㅋㅋ	1
21781835	뭔지 몰라도 가능하다는거네 ㄳ	1
809	대패삼겹살은 부산대 앞을 중심으로 백대표가 말하는 시기보다 훨씬 앞서 팔고 있었던 것으로 아는데.. 너무 극적인 요소를 말하려고 그랬었나.. 열심히 노력했다는 것에 대해서는 인정	1
21705941	놀려도되 존나긴장되서그래 미치겠음	1
21882497	와 코브라모션 뭐야 ;;	1
5393	남 보란듯이 행복하게 사시길	1
8475	성매매가 합법인 나라도 있고일반 남자분들도 태국이나 어디 그런여행 가지 않나?그런게 모가 대단하다구..강간하거나 성폭력을 사용한건 아니자나그런 사람들한테는 잠잠하구엄한 애만 너무 잡들이 하네이제 그만좀......	0
21761708	새로운 히로인인가 나오는 걸로 앎	1
56	인직 너무 귀엽고 ❤️	1
21838310	에라 스미레테루?	1
21661370	여름메이트 띵작이지	1
9843	존버하면 되지 ㅋㅋ	0
6524	저 아직도 빙의가 안풀렸어요... :) 불러주셔서 감사합니다 보라의신 감스트 고마워!	1
21650382	막짤 존나 크네 대물은 좋은데 대물캐 보고싶다	1
21702117	윈10인데 디펜더 끄고 해도 프로세싱만 뜨고 다운을 안받음..ㅠㅠ	1
5614	존나 웃기네 이거ㅋㅋ	0
3561	만화로만 봐라하여간 나두여자지만ㅠㅠ얼마나 할일이없으면 이런일로청원까지 난리야	1
6050	이러라고좌표찍어준거지. 대깨문들이 이런 지령을 잘 알아듣지	0
1630	어뜨케..법만으로 절대해선안돼살인자 새기	0
626	솔직히 기안84가 더 잘생겼다. 그치만 박정민 배우가 좋다. 왜일까. 그저 자기일에 충실하고 묵묵히 뭐든지 스스로 하는 모습이 은근 매력있다.	1
21766217	원문이랑 비교할 일도 딱히 없고	1
21639127	명작이지 ㅋㅋㅋ	1
21835606	이런..당신은 꼴잘알이군요	1
21843682	영한번역은 어쩔 수 없음	1
21647024	성향은 모르고 일단 교미를 위한 교미면 다 좋아	1
21871982	선택지 있는 의상h씬에서 벗는다 안벗는다로 다 모을수있음	1
21817400	에서 이거 케이브리스가 스랄 죽일만한데? 했다가 무적결계때문에 포기했단뜻인가요? 근데 어차피 무적결계는 자기도 받았으니까 마왕무적결계 무시할수있는거 아닌가	1
7506	재밌게 잘보고 있어요	1
21671625	노모 + 대사가 영어임.	1
7541	어디가 폭발적인 화제를 몰고 다녔는데 나만 몰랐나 봄 기자들은 제발 연예인들이 자기 사진 올린것을 퍼다가 기사로 내지마라 그리고 송중기가 찍어준건지 지인들이 찍어준건지 어찌알아 같이 여행갔기에 당연히 송중기가 찍어다는건가	1
32	처먹는 예능 그만좀 해라..예능이랍시고 노이즈 마케팅으로 식당 이용하는것도 아니고	0
9936	무도끝나서 너무좋고~	1
5200	외국놈이 죽은거 까지 알아야되냐? 그것도 딴따라 음악 만들던 놈인데	0
21648964	최소한 질문탭으로 썼으면 대답해줬을텐데	1
7724	AS겁나 좋던데~가져가서 수리해서 갖다주고 실시간 전화로 진행상황 알려주고..그래서 수입차 타나부다했는데~국산차 AS받으러 가면 공임비 비싸고 순정부품이라고 비싸고 그래서 차바꿨구만 이기사는 무슨 근거지?	1
21717201	딸만 있어야 하는데 ㅋㅅㅋ	1
9970	나도 75인치 사려고...요새 플스하는데 화면 좆만해보여서	0
1563	유재석도 한물간듯 마지막으로 흥행은 고사하고 화제라도 됐던 프로그램이 뭔지 기억도 안난다	1
9112	솔약국집 아들들 정말재밌게봤던 드라마ㅋㅋ다시보고싶다	1
7332	꼴에 여자 가리는 거야미나가 과분해서 안 어울렸지만핑계를 대도 바빠서 ㆍ 찌질하기는 ~~수준에 맞는 여자 있으려나가식적인 넘	0
21640629	지금은 33이라굿	1
4216	여윽시 짱깨들...	0
21749620	딴 게임 쳐 만들고있었네 근데 그거 마저도 20년 11월이후로 잠적했네 씹ㅋ	1
21798175	엌	1
21671349	이바닥에서 SRPG = 99퍼 파이어엠블럼	1
21792545	작가는 찾아보니 kutan이라고 나오네요	1
8431	이재명 얼굴 보이지 마라! 역겹다.	0
7381	호란언니 화이팅하세요~ 음주는 지난과거 앞으로 멋진인생 살아주는게 팬들에게 좋은모습 보여주는거에요~^^	1
4492	저 작가는 악마의 아들이다 미친 ㅅㅂ	0
21645935	그래서 여친이 있으시다고요?	1
21755767	뒤져서 나가는건 그냥 저수치 0인채로 돌아가는걸로 끝낫을걸	1
21818938	마메오지땅 결국 양지로 나간...건...가...?	1
21667430	당시 저 사건때문에 장애인 배려 문화가 상당히 후퇴했다고 들었음 ..ㄹㅇ쓰레기세끼임	1
21789112	첫키스가 자지, 보지는 처녀인데 애널이 먼저뚫림, 처녀를 딜도한태 뚫림까진 확인	1
4686	하여가 아줌마들 드라마 보면서 감놔배놔 하는건 알아줘야 한다니까 ㅋㅋ 서현진 죽었다고 안본다고? 안보긴 개뿔.담주에도 TV에 눈깔 처박고 있을게 뻔하지.	0
6980	나랑동갑에 결혼한 년도까지 똑같으네아직 좀더 살아도 되는 나이인데..부디 좋은곳으로 가시길...	1
21675748	원칙적으로 100퍼 안전하다는 보장을 해주는데는 아무데도 없어	1
21850054	아 R-18 이상아니면 되는구나 확인했다	1
21854003	해저동굴 크라켄까지 가야 처녀 따이는듯	1
21756693	줄마다 따로 디코딩 체크된건지 확인해봐요	1
21633471	ㅇㅇ 다시 받으셔	1
21838935	슬럼가 다 뒤져보는데 이벤트 마크 뜬게 아무것도 없네...	1
21820838	인큐버스 퀘스트	1
21719361	꼴잘알	1
21798794	모치즈키 히마리 에로게 리뷰 주로하는 버튜버인데 재밌으니까 함 봐라	1
1066	권리없으면 이래라 저래라 말하지마	1
1872	진짜로 러시아든 어디든 나와주기만 하는 바램이다	1
21638163	경계도가 만땅 가까운 오타쿠만화과 계집애를 함락시켜야함 걔가 제일 빠르게 신고나 칼침하기에 경찰통보전에 공략하는게 좋음	1
4989	민주당 새퀴들아 대통령이 담배꽁초쳐밖혀있는데 아직도 북한에굽신될꺼냐? 한심한새퀴들	0
2443	정상적인 연애 못해봤으니까 그런 환타지 쓰는거잖아.멍청아	0
21646976	악마소녀의 경우엔 스팀에도 나왔고 스팀에서 10프로 할인중이라 당장 살거면 그 쪽이 나은 듯	1
2914	안타깝지만 평소 생활습관이 독이된거같네요완치하시길바랍니다	1
21814003	이미지를 확대하면 격자무늬가 작아져서 잘안보이게 되구요	1
2509	코로나 걸린 러시아인들 한국에 그만 보내라	1
2229	두시간 동안 괜찮게봤는데 괜히 트집이네;; 아마 블랙리스트여서 일베들 더 난리치는듯	0
21716810	이벤트 발생하면 마사지 가게 못 감..	1
2888	다른 사진 봤더니 원래 퉁퉁하시던데...	1
21815057	ㄹㅇ 대부분 본인이 안해놓고 없다고 그럼 ㅋㅋ	1
21860897	눈 감고 자지 쓰다듬고 있으셈	1
1221	조금 너 많이 쳐 늙었어 그리고 신라면 라면 면빨 쳐 먹을때 어금니ㅡ없니 무슨 이빨 다 빠진 노인내처럼 씹어~진짜 맛 없게 쳐 먹더라	0
4911	소지섭이 ㅈㄴ 아깝네. 서울에 빌딩 몇 채 살 수 있는 재력남이 외모가 소지섭급이다? 띠용? 진짜 소지섭이네! 17살차는 무슨 12간지띠로 이단줄넘기 쌉가능.	0
21849600	양옆으로 찢는게 ㄷㄷ	1
21799131	90%가 '나 이거 하고 싶으니까 내놔' 이런 뉘앙스라	1
21708196	하이고... 혹여나 랜섬이나 바이러스때문에라도 백업은 충실하게	1
21634061	Cytus에 PAFF	1
21806680	2. 우린 완장들이 메모 스크립트를 따로 사용해서 경고나 차단당한 유저들의 내력을 공통적으로 다 볼 수 있음	1
1410	그나마 이미지 비슷한 사람이 황수정.	1
21641486	라스트 엠브리오 바지내렸다가 다시올린 겜 ㄷㄷ	1
3631	이제 연예인 아니다..그냥 개다	0
21802012	보지랑 꼭지를 보고 싶어서 그런가봐	1
330	ㅇㅈㅋㅋ 속으로는 ㅈㄴ게 찔리는일게이들인데	0
21798322	상태창에서 w 누르면 댐?	1
21874683	그냥 첫번째꺼 만들다가 전체적으로 갈아엎고 리메이크버전 만들고 있는것	1
21846827	이거 아닐까 생각은 했는데 아니나 다를까 이브금 ㅋㅋ	1
7806	저게 꼴리냐?	0
2662	오연서는 배우라지만 안재현은 예능인이잖아. 연기를 너무 못하는데 집중이 안되더라. 예능인 쓸거면 이승기쓰지ㅠ	1
6760	어우시발꼴려	0
21640283	그걸 다 긁어오면 뭐 하니 ㅋㅋ	1
6312	좆까	0
4556	최자한테 너무한거 아니냐? ㅡㅡ방송하는 새키들 역겹네	0
21803432	저..저게 작으면 대체..	1
21780332	둘다 먹긴한데 회가 좀 신선하다 싶으면 간장만 옅게 풀어서 먹기도함	1
5860	대표팀 오래 해주세요최고ㅜㅜ	1
21792654	바이러스 아파트는 뭔소리야?	1
21803432	사람 상체만한 길이가 작다니 내장이 짜부되다못해서 작살나겠는데?	1
21857193	외모만 갸루ㅋㅋ	1
792	그럼 머해..... 예쁜 아이가 죽었는데 난 특별히 팬도 아니었지만 볼때마다 이뿌더라 자기 주관 뚜렷하고 이럼 머해 그럼 머해 그냥 나도 지켜주지 못해 미안할뿐....	1
21638163	이게 번역이 있었나요? 혹시 올려주실수 있나요 제발 부탁드립니다! 투컨도 안먹혀서 못 하고 있습니다	1
8572	신성일은 탈코리안 마인드지....이분은 시대를 잘못탄게 아니라 지대를 잘못탄분...	1
21842832	베스트 라이브에서 지금 이거 글 활활 타던데 ㅋㅋ	1
2982	탁재훈 진짜 재밌는데 도박한번 잘못해서 ㅜㅜ입담진짜 최고 저런멘트 배우고싶음	1
21769776	옛날같으면 싸우는데 무슨 듀얼이야 유치하다 이렇게 생각했을텐데 나이먹고 다시보니 멋있네	1
21646372	겜 이름이 뭐야?	1
1656	컨셉 희한하게잡았네 종진이..	1
21786845	어드벤쳐 타임은 왜 있는데 ㅋㅋㅋ	1
21855139	그렇긴한데 특유의 원초적 꼴림은 그대로고 최신작들에 비래 물광이 좀 덜해서	1
21766586	10시간 뒤니까 암튼 오늘맞음	1
8088	남자 하나 잘 물은 에이급 술집언니같아. 나두 진심으로 키가 컸으면 호스트하겠다. 얼굴은 마츠모토준 황찬성 닮았다고들 그러네.	0
21799580	문의 완료 했음	1
21808621	근데 모드안깔면 의미가 없긴한데	1
9660	가족이었다면서 지인이었다면서 남보다 못한짓하는 주변사람보다 팬들이 백만배는 훌륭해보인다 김호중은 성공했네 든든한울타리 아리스가 있어서	1
4701	슬기 못 보는 게 너무 아쉽다ㅜㅜ	1
8361	마른게 크긴크더라	0
356	친일앞잡이매국당 놈들이지머.	0
9161	저정도면 찍으면 넘어온다. 내말 믿어라.철벽치는 김치같았으면 저렇게 답장안온다용기가지고 밀어부쳐라!!단 밀어부치다가 철벽으로나오면 미련없이바로 접어라.그게 너에게도 좋고 김치들은오히려 그런모습에 다시 올수도있다.	0
965	아줌마 여자들 드라마충들 강지환이미지 좋으니까 믿기 싫어서 댓글에 뭐 결과가 안나왔으니..껓뱀이라는둥 개소리로 베댓 도배	0
8937	좀비로 등장 했을때 연기 잘하는 이쁜 신인배우인줄~ 이세영씨 덕분에 더 잼있게 봤네요~앞으로도 좋은연기 부탁해요^^	1
21820626	외도용사일행에 나오는 '아이나', 주인공이 구할 수 있을랑말랑한 상태를 보여주면서 희망을 보여주는 모습이랑 자존심 높은 로리캐가 폭력앞에 점점 무너져 감에도 반항하는 모습을 보면 정말.... 그나마 볼 수 있는 해피엔딩조차 외전편에서 철저히 망가지는 모습은 그야말로 NTR물 여캐의 귀감일듯	1
2854	아버지가 반대햇대자나.그리고 여자가 위험한 날이엿으면 조심해야대는거임	0
21752126	로캘로 실행해보셈	1
8161	ㅉㅉ	0
9620	이런 미개한 국가에 온갖 돈이란 돈은 다 퍼주는 문재앙이는 무슨 생각인 걸까...	0
21785889	밑에 써놓은거 보면 나랑 취향이 비슷해 보이는데 혹시 재밌게 즐겼던 다른 야겜 추천해줄수 있음?	1
8798	불쌍해 보이는 이윤 뭘까?~	1
21838459	케케케루 뿐만 아니라 파파고 쓰는거 다 먹통임	1
2449	ㅋ넘재미져 힐링된다	1
7225	니들이 전화해 봐라..바로 탈영이고 헌병대 쫒아온다.	1
5135	호주로 돌아가...그럼 외국인이구나...여기서 버티기엔...직장도 군대도 걸리니까...	0
21720899	대패도 찌게에 넣어먹어도 괜찮더라	1
4153	아니 일게이새끼들 200명만 비추찍어도 버티는데	0
21767863	아랄 기리기리 플러그인에서 링크?를 아예 없애고 출력하는 것이 아닌가 생각드네용	1
9944	아니 왜 멀쩡한 부부가 굶고 살지? 그냥 외식만 하나봄	1
9465	보겸이 인정 안하고 버티다가 치요점주가 자백 해버림ㅋㅋ 보겸 코메디 찍는줄ㅋㅋ	1
21654228	없진 않지만 확연히 줄어듬. 성능도 성능인데 SSD냐 하드냐도 중요한 듯.	1
21800158	닉부터 가능이 보이네	1
21748313	한 일주일 반찬 끊으면 치료됨 ㅋㅋㅋ	1
21789112	아하...! 내가 바보였음.. 첫키스 상대가 자지였다는 증거... <- 이건 따로 칭호이름인줄..아..진짜 뇌절했나 ㅠㅠ	1
847	인셉션의 각본 메멘토의 역순편집 인터스텔라의 과학적바탕 덩케르크의 스케일 프레스티지의 마지막 까지 지금까지 놀란의 모든걸 아우르는 영화	1
9592	이정도면 존못은 아닌듯	0
9999	첫번째 이유가 ㄹㅇ 맞지특히나 뉴스나 기사 몇줄읽은 학생들끼리 대화해도 서로 존나 싸움 ㅋㅋ 근데 둘다 ~~~아닌가? 이런식으로 밖에 대화못함기사 뉴스 제대로 읽어본것도 별로없고 그냥 비전문가니 뭐 이게 팩트인지 아닌지도 판단이 안되는 상황 ㅋ	0
3854	대중은 개인 인스타그램에서도 저런 사진을 원했던것이지 ㅠ 하지만 현실은 그렇지 못했고!	1
21710342	패러사이트 인 시티 도 좋은데 ㅋㅋ	1
21771121	킹시국에도 딱 맞고. 비꼬는게 아니라 ㄹㅇ 괜찮은 취미임	1
2736	뒷광고를 하지 말라는게 아니라 광고면 광고라고 정확하게 고지하라는거다. 광고 보고도 억고 싶으면 사멱는거다. 근데 내돈대산 처럼 행동하면서 최고의 제품으로 포장하는건 기만 행위를 넘어 사기다.	1
6025	안낳는게 아니고 못낳는걸로 아는데...간절하지 않은척이지	0
2250	꿀잼 ㅠㅠ	1
3076	부모가 큰죄를 져서 이사람 또한 순탄하길 바라진 않는맘 이해 하지만 다들 적당히 해야지 숨도 쉬지말라는건가..	1
2677	김구라 와이프랑 슈 봐라 여자라고 생활력 강하고 야물딱지냐?그냥 케바케이고 뉴스 기사 남여 비율 보면 연예인 펭수 동물 드라마 쳐먹는 거에 정신 못차리는 개보지년들과 달리 정치 경제 시사 상식 있고 사회 생활 더 많이 하는 남자가 돈관리 하는게 맞음	0
4964	전교8등이대단한거냐 1등부터7등은 머 세상다가진거냐 호들갑 졸떨어 그지딴따라들 돈맛 여자맛 남자맛만아는 족속들	0
6156	꼭 찐따같은것들이 저 ㅈㄹ이지	0
21876189	페이커 에디션 쓰고있다 플리커 현상 ㅈ되는데 V싱크 풀면 없어짐 그래도 살만함	1
4597	하승진 패밀리 핵꿀잼ㅋㅋ 계속 나와주세요!!!!!!	1
21767863	아랄은 백과사전 키면 안에 내용도 잘 나오나요?	1
6823	신혜선도 나와라~!!	1
263	자발적 무자녀부부 좋을까?나이들어갈수록 아이가 행복 이던데	1
21667907	쥬지털 아님?	1
9244	흠 호란님 흥해라	1
21770552	이게 그 파블로프의 개인가 뭐시긴가 ㅋㅋ	1
21743165	조사소녀	1
21699009	본문에 적어뒀지만 놀랍게도 파일은 존재합니당 ㅜㅜ	1
21820678	캬루따봉콘 시발ㅋㅋㅋ	1
21649861	몸건강부터 더 신경써주세요!!	1
3938	아니 근데 사실 방송타고 하면 골목상권으로좁혀서 생각안해도되지않나..? 9000원으로먹는건 그쪽 동네사람들이아니라 전국각지에서 몰려온 사람들이잖아	1
4158	구혜선씨 응원합니다!! 나쁜 소속사 나쁜ㅅㄲ 악플다는 댓글알바들 절대 봐주지 말고 무너지지마세요 나쁜것들은 천벌받을거에요	1
21753426	내가 시력이 안좋아졌나 10시간으로 보이네	1
8155	mbc엔 좌파쓰레기들만 남았구나.	0
21825185	2층은 이렇게 끝인가? 교실이랑 도서관 그냥 넘어가긴 아까운 소재인데ㅠ	1
4509	ㅋㅋㅋ 드라마 ㅆ노잼.좀비들 퀄리티 무엇?ㅋㅋㅋ 다신안본다.	1
21749800	그리고 촉수 많음 ㅎ	1
21856258	짤 출처가어떻게됨(??	1
21787496	오리온이면 질일거라 예상함	1
21846487	낮에는 일보내서 돈 벌어오라고 해야지	1
21666868	'일개미중 20%는 사실 일을' 까진 슬로우로 가다가	1
21789032	호타. 랑 미치킹, 카츠라이 요시아키, 카토 후구오 정도?	1
6875	돼지년이 뭘 그리 잘 만들어 처 쑤시고 살이 찌고 그리 징징거리냐 적당히 자제 해가며 먹지 그러니까‼️‼️‼️‼️	0
21798135	ㄱㅅㄱㅅ	1
1710	남 앰 타령하기전에 니 애미나 신경 좀 써라	0
21783965	우수한 유전자를 남기겠다고 나서는 근육 남캐를 패배 역간 지뢰사정	1
21800039	빠르게 쭉 달려도 10시간은 잡아야지	1
21634011	호접 부인이라는 등장인물이 어디서 나오는지 그리고 나오는 배경에 따라 다를 것 같은데	1
21816739	혹시 중간에 보스전에서 져서 무쌍 돌린거 아님?	1
9208	클라라 집안과 스펙?서울대보다. 32계단 높은 스위스 대학 졸업 6개국어 구사아버지 한때 유럽차트15주1위한 코리아나 멤버딸 부모재산 1천억대 추산.스위스 및 유럽서 사업가 끝	1
21671378	겜 이름뭐임?	1
21718832	부동의 질내사정 ㅋㅋ	1
21843847	다른 것 보다도 기대하고 계셨을 분들에게 죄송하네요ㅠㅠ	1
250	참고로 강호동이 이만기 그때 딱 한번 이기고 그 뒤로 다 졌다더라 ㅋㅋ 1박2일때도 그렇고 다음주 2부에 또 붙음 초기대!!!	1
21747011	자체배속 없으면 걍 하는데..	1
21699192	자기 스스로 그럴목적으로 그렇게 했다고 sns나 커뮤에 글이라도 싸지른건가;;	1
21825451	흰색 검은색 파란색 빨간색 다 좋은데	1
21846487	어깨좀 주물러주는데수	1
21839330	취미로 끝낼거면 파이썬이 제일 낫고 계속 배워나가려면 C부터 하는걸 추천	1
21850269	이해는가는데, 저런말은 속으로만해라 ㅅㅂ ㅋㅋ	1
21697869	예전에 누가 DL판매량순으로 임신물정리한글 있는데 그거 읽어보면 도움될듯	1
21743280	아 뭔가 계승에 숫자제한이 있나 싶었는데 그런건 없는거?	1
21852287	올리기 힘드니 동쪽가서 이상한 샵?가서 맨 밑에 있는 만원짜리 사서 사용하시는게 더 빠를 겁니다	1
3086	이게 사실이든아니든 확인도 안된걸 sns에 실명 거론한게 무슨 열사니 뭐니 부축여줄 일인가? 잘못된거지...	1
21664382	타락죽먹고싶다 달달한걸로	1
21698989	2번짤 개껄리네	1
21816663	회색이 흰색-검은색 번갈아 가면서 나오는 이미지는 로드할땐 저해상도로 뭉게지니까 잘 보이던게 이미지 다 로드되고 나선 저렇게 보이곤 함. 이상해지는 오류같은거 아니고 지극히 정상적인거임	1
21790140	맞는거 같다 똑똑하네 이 친구	1
21645741	ㄴㄴ 강제 이벤트로 처녀 뚫리는건 뭐 나도 어쩔 수 없다하고 걍 창녀플하는데	1
929	몸주고~ 맘주고 ~사랑 주고~버림받은 여자 빚이 많아 행복한 여자~~	0
21813088	전 정상인데	1
5330	어제 못 봤네 재방봐야지요즘 볼거 없었는데~~	1
21763986	맛만 좋다면 뭐든지 좋습니다	1
9727	와 이건뭐 진짜 제정신인가	0
21805625	다들 새벽딸 하려고 그러나봄	1
2347	진심 세상 혼자사시네..... 갑자기 내쪽으로 걸어오시면 숨도 못 쉴 듯....	1
163	ㅈㄴ 작위적인느낌	1
21644454	실제로 있네;;	1
21846534	돈슨 이미지 버리고 병슨이 되겠다는 의지	1
21794335	ㅋㅋ 여기까진 재밌는데 이후는..	1
21844487	걍 죄책감가지는거 보고싶을때 보는 이벤트같은거네 하여튼 ㄱㅅ	1
3500	무슨 장례식장이 패션쇼장이냐홍정욱 행거치프는 뭐냐 병신 외국넘이라 그런지 예의도 몰라	0
6031	재수없다 니엄마하고관계나정리해	0
21800458	밤에는 Asmr	1
4417	진실은 조만간 밝혀지겠지~	1
21639933	으헝ㅠ 난이도 무쌍으로 낮춰야하나;;	1
7877	형제의 나라는 개뿔 러시아침공이 무서워서 나토 가입하려고 625 참전한거임.. 그것도 터키에서 핏박받는 소수민족들만.. 나토가입하고 바로 군대 뺐음..그리고 625때 참전국중에서 가장 강간을 많이 했던 부대가 터키군임..	0
21709380	ㄹㅇㅋㅋㅋ	1
21795516	감사합니다 덕분에 실행이 되네요 ㅎㅎ	1
9309	지랄 10만원은 해야지	0
9471	영와 내내 이영화는 무언가 대단하고 심오하다는 분위기를 몰아가는 그게 전부인영화 정작 기대에 정말 못미치는 재미없는 영화임. 광고라도 거창하게 하지 않았음좋았을텐데.. 절대 기대하고 보지마세요..ㅠㅠ	1
6458	제주도 호텔 문제는 잘 해결하셨는지..군대 가기전에 터져서..앞으로 활동 기대합니다^^	1
21877521	만렙 버그는 1.02떄 수정되어서 번역본이 1.02이상으로 버전업 하지않는 한 오류는 여전히 뜰거임	1
4476	이번 시즌도 맘놓고 경기봐야하나..	1
3040	이제 둘이다. 셋째만 갖자	1
5683	송혜교 보검이는 건들지마라	1
21805846	아 ㅁㄱ 이름 착각했나보네	1
9154	왜 불편했겠냐... 쿵쾅이뇬들 보다 이쁘니까 샘나서 그런거지. 뒤져야 할 쿵쾅이들은 안죽고..설리가 무슨 죄가 있어... ㅠㅠ	0
21647718	난 응이 들어가면 좋아! 응호옷 이라던지 응하앗이라던지! 응호오옷!	1
21649376	absorption	1
6423	아니 근데 정유미가 누굴 만나든 왜이렇게들 머라하시는지?설령 남자 쪽이 문제가 있다해도 정유미가 만나고 싶으면 만나는거지	1
21835529	동인지는 어디서 봐?	1
21638868	딸은 참아도 담배는 못참지.	1
21780399	primitive hearts	1
5432	못생긴 놈이 진지하게 기타 치는데 진짜 꼴보기 싫음	0
8109	얼마전에 일본가는데 옆에 전투기붙던대 ㄷㄷ 존나 신기했음	0
9777	군복무중에 저런데 나가는거 쉽지않은데 금수저 연예인이라 그런지 하고싶은거 다하네	1
7873	김명민 연기 진짜 잘하고ㅋ 키먼이 왠만만해도 우만기는 재방으로 봤을건데 순진이캐릭터 복장터져서	1
21756693	아 이것도 갓겜이지	1
8857	조선일보..ㅋㅋ쪽바리일보로 이름 바꿔라.쪽바리일보를 그대로믿는 한국인은 없어야지..	0
21642869	단점이 겜 프레임이 십창남 최적화 필수	1
2751	민폐남주 내가 어떻게 행동해도 만월이 도울꺼니 괜찮아라니.. 그리고 까칠한 사장 직원관계에서 뭔 갑자기 커플이야	1
21785889	그거 전작이라는데 비슷함? 옛날에 할려다가 매번 오류나서 못했는데	1
3517	둘다 진심 멋지다 행복하시길~	1
21843935	여긴 점점 안전해지는구만	1
21753180	정액보테배는 태그가 머임? 말그대로 정액보테배인가	1
9916	실명을 못깔정도로 증거도 없고 이슈몰이에만 급급해서 일단 자극적으로 왜곡 편집 했겠지. 그걸 믿는거고 뇌에 우동사리든 방구석 여포들은 ㅋ 뭐 어디 국과수에서 양성반응 나왔어? 그알이 곧 법이고 진실이여? ㅋㅋ	0
8577	음주차량이 판사차량이나국회의원 차량을사고내야 법을 바꾸실려나 . 처벌 너무 가볍네요실수로 사람죽여도 가해자가 살만한 대한민국 법자체를 바꿔야합니다.선진국은 개뿔 개발도상국보다 못한개같은법	0
7625	개씹뜬금없네 ㅋㅋ	0
21705941	그게 최고임 그리고 기본매너라고 하는것들만 지켜주면됨(예를들면 기본 예의 이런건 당연한거고 배웅할때 가볍게 배웅한다 하면 그쪽에서 거절할거고 거절하면 택시잡아주면서 택시번호 저장하는거랑 에프터 신청 이런거)	1
21714737	고전중에 쌉고전게임... 다시 즐기기엔 너무 피곤한데.. 세이브라도 찾고싶네요..	1
21675287	그냥 패링 힘들라고 만든패턴이니 구분 못하는게 정상이라는거?	1
21638868	오늘 생각해보니까 두대밖에 안폈네 ㄷㄷ	1
3217	강다니엘 머리채잡히는꼴 보니까 어이없넼ㅋㅋ 걍 찐순위 까면 끝나는걸 ㅠㅠ 온갖 어그로들이 신나서 달려든당 ㅋㅋ	1
21838935	그리고 라그나 산 꼭대기 가면 용이 나옴	1
5462	참치사하다... 안재현님 응원합니다	1
2377	전라도광주살지만 토착왜구아님)꺼져 원숭이섬으로	0
21802419	위쪽에 상태표시줄 포함된 해상도로 계산하니까 오차는 직접 알아내야 하지만 구판 쯔꾸르 돌릴 때 요긴함	1
21635896	우와 개쩐다 하고 픽시브 달려가니 이미 팔로우한 작가네 ㅋㅋ	1
21858521	와 이거 미친 이게나오네 1은 솔직히 찰흙덩어리라 좀 거부감 들어서 다시하진 못했는데 모델링이 나름 발전했네 ㅊㅊ	1
9380	나도 한달에 9kg빼고싶다......	1
21650420	처음엔 해보고 살까 했는데 두번 째 보스 잡고 나서 아.... 일본 특유 쿠소겜의 특징. [전투 = 지겨운 노가다.] 싶어서 망설이게 됨...	1
21718756	몰입을 해야 꼴리는 거니까	1
5747	만화탄압 중단해라 아청법2조 5호로 야한만화탄압하더니 이제 밖지 않는데도 유두노출도 안되는데 탄압하냐 이 페미18년들아 여기는 자유민주주의국가다	0
21861689	메리 크리스마스 이브!	1
8629	페미련들 안뒤지냐? 난 그짝들 사상 알다가도 모르겠다ㅋㅋ	0
21837921	참고할게 ㄱㅅㄱㅅ	1
21802830	깨보면암 ㅋㅋ	1
7859	개그프로에서 마니 활용될것같음! 보여주신 열심과 열정에 박수를 보냅니당~~^^믿고보는 배우로 자리매김 하셔욤~~~^^화이팅	1
6426	아 난 열대새가 더 좋앗어ㅠㅠ	1
21818938	저런게 안꼴리던데 난...배덕감이 없잖아..	1
